250801_181401,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181401,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181402,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181402,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181403,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181404,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181404,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181405,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181405,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181405,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181406,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181407,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181407,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181408,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181408,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181408,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181409,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181410,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181410,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181411,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181411,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181411,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181412,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181412,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181414,GPS_GS : $GPRMC,091416.00,V,,,,,,,010825,,,N*78
250801_181414,GPS_GS : $GPGGA,091416.00,,,,,0,00,99.99,,,,,,*6D
250801_181415,GPS_GS : $GPRMC,091417.00,V,,,,,,,010825,,,N*79
250801_181415,GPS_GS : $GPGGA,091417.00,,,,,0,00,99.99,,,,,,*6C
250801_181416,GPS_GS : $GPRMC,091418.00,V,,,,,,,010825,,,N*76
250801_181416,GPS_GS : $GPGGA,091418.00,,,,,0,00,99.99,,,,,,*63
250801_181417,GPS_GS : $GPRMC,091419.00,V,,,,,,,010825,,,N*77
250801_181417,GPS_GS : $GPGGA,091419.00,,,,,0,00,99.99,,,,,,*62
250801_181418,GPS_GS : $GPRMC,091420.00,V,,,,,,,010825,,,N*7D
250801_181418,GPS_GS : $GPGGA,091420.00,,,,,0,00,99.99,,,,,,*68
250801_181419,GPS_GS : $GPRMC,091421.00,V,,,,,,,010825,,,N*7C
250801_181419,GPS_GS : $GPGGA,091421.00,,,,,0,00,99.99,,,,,,*69
250801_181420,GPS_GS : $GPRMC,091422.00,V,,,,,,,010825,,,N*7F
250801_181420,GPS_GS : $GPGGA,091422.00,,,,,0,00,99.99,,,,,,*6A
250801_181421,GPS_GS : $GPRMC,091423.00,V,,,,,,,010825,,,N*7E
250801_181421,GPS_GS : $GPGGA,091423.00,,,,,0,00,99.99,,,,,,*6B
250801_181422,GPS_GS : $GPRMC,091424.00,V,,,,,,,010825,,,N*79
250801_181422,GPS_GS : $GPGGA,091424.00,,,,,0,00,99.99,,,,,,*6C
250801_181423,GPS_GS : $GPRMC,091425.00,V,,,,,,,010825,,,N*78
250801_181423,GPS_GS : $GPGGA,091425.00,,,,,0,00,99.99,,,,,,*6D
250801_181424,GPS_GS : $GPRMC,091426.00,V,,,,,,,010825,,,N*7B
250801_181424,GPS_GS : $GPGGA,091426.00,,,,,0,00,99.99,,,,,,*6E
250801_181425,GPS_GS : $GPRMC,091427.00,V,,,,,,,010825,,,N*7A
250801_181425,GPS_GS : $GPGGA,091427.00,,,,,0,00,99.99,,,,,,*6F
250801_181426,GPS_GS : $GPRMC,091428.00,V,,,,,,,010825,,,N*75
250801_181426,GPS_GS : $GPGGA,091428.00,,,,,0,00,99.99,,,,,,*60
250801_181427,GPS_GS : $GPRMC,091429.00,V,,,,,,,010825,,,N*74
250801_181427,GPS_GS : $GPGGA,091429.00,,,,,0,00,99.99,,,,,,*61
250801_181428,GPS_GS : $GPRMC,091430.00,V,,,,,,,010825,,,N*7C
250801_181428,GPS_GS : $GPGGA,091430.00,,,,,0,00,99.99,,,,,,*69
250801_181429,GPS_GS : $GPRMC,091431.00,V,,,,,,,010825,,,N*7D
250801_181429,GPS_GS : $GPGGA,091431.00,,,,,0,00,99.99,,,,,,*68
250801_181430,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181430,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181430,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181430,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181431,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181431,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181432,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181433,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181433,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181433,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181434,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181434,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181435,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181435,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181436,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181436,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181437,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181437,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181438,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181438,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181439,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181439,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181440,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181441,GPS_GS : $GPRMC,091443.00,V,,,,,,,,,,N*76
250801_181441,GPS_GS : $GPGGA,091443.00,,,,,0,00,99.99,,,,,,*6D
